日期,小时(0-23),站点编号,借出量,归还量
2025-04-09,10,S006,10,12
2025-04-09,10,S007,14,11
2025-04-09,10,S008,10,12
2025-04-09,10,S009,1,8
2025-04-09,10,S010,13,6
2025-04-09,10,S011,6,6
2025-04-09,10,S012,7,5
2025-04-09,10,S013,7,11
2025-04-09,10,S014,6,5
2025-04-09,10,S015,10,3
2025-04-09,10,S016,7,8
2025-04-09,10,S017,5,6
2025-04-09,10,S018,4,5
2025-04-09,10,S019,6,2
2025-04-09,10,S020,4,5
2025-04-09,10,S021,5,9
2025-04-09,10,S022,5,8
2025-04-09,10,S023,5,3
2025-04-09,10,S024,7,4
2025-04-09,10,S025,3,5
2025-04-09,10,S026,5,3
2025-04-09,10,S027,4,7
2025-04-09,10,S028,4,7
2025-04-09,10,S029,5,3
2025-04-09,10,S030,1,4
2025-04-09,11,S001,17,17
2025-04-09,11,S002,20,18
2025-04-09,11,S003,15,24
2025-04-09,11,S004,16,16
2025-04-09,11,S005,20,20
2025-04-09,11,S006,19,14
2025-04-09,11,S007,17,20
2025-04-09,11,S008,16,16
2025-04-09,11,S009,13,12
2025-04-09,11,S010,14,14
2025-04-09,11,S011,11,16
2025-04-09,11,S012,14,13
2025-04-09,11,S013,13,14
2025-04-09,11,S014,16,11
2025-04-09,11,S015,11,14
2025-04-09,11,S016,14,11
2025-04-09,11,S017,11,6
2025-04-09,11,S018,7,13
2025-04-09,11,S019,9,10
2025-04-09,11,S020,8,10
2025-04-09,11,S021,10,10
2025-04-09,11,S022,11,8
2025-04-09,11,S023,8,5
2025-04-09,11,S024,10,7
2025-04-09,11,S025,9,8
2025-04-09,11,S026,11,6
2025-04-09,11,S027,8,14
2025-04-09,11,S028,10,12
2025-04-09,11,S029,8,10
2025-04-09,11,S030,12,3
2025-04-09,12,S001,19,18
2025-04-09,12,S002,17,15
2025-04-09,12,S003,18,20
2025-04-09,12,S004,16,16
2025-04-09,12,S005,18,19
2025-04-09,12,S006,19,18
2025-04-09,12,S007,19,16
2025-04-09,12,S008,16,16
2025-04-09,12,S009,12,16
2025-04-09,12,S010,11,7
2025-04-09,12,S011,15,14
2025-04-09,12,S012,10,15
2025-04-09,12,S013,14,16
2025-04-09,12,S014,14,10
2025-04-09,12,S015,13,12
2025-04-09,12,S016,11,10
2025-04-09,12,S017,10,7
2025-04-09,12,S018,10,11
2025-04-09,12,S019,11,8
2025-04-09,12,S020,6,12
2025-04-09,12,S021,7,6
2025-04-09,12,S022,7,9
2025-04-09,12,S023,8,9
2025-04-09,12,S024,6,9
2025-04-09,12,S025,7,12
2025-04-09,12,S026,11,9
2025-04-09,12,S027,11,8
2025-04-09,12,S028,10,6
2025-04-09,12,S029,5,7
2025-04-09,12,S030,10,3
2025-04-09,13,S001,17,13
2025-04-09,13,S002,21,15
2025-04-09,13,S003,17,12
2025-04-09,13,S004,16,15
2025-04-09,13,S005,18,12
2025-04-09,13,S006,15,14
2025-04-09,13,S007,16,16
2025-04-09,13,S008,16,16
2025-04-09,13,S009,12,14
2025-04-09,13,S010,11,12
2025-04-09,13,S011,11,11
2025-04-09,13,S012,13,8
2025-04-09,13,S013,11,13
2025-04-09,13,S014,9,12
2025-04-09,13,S015,16,15
2025-04-09,13,S016,11,14
2025-04-09,13,S017,8,10
2025-04-09,13,S018,10,10
2025-04-09,13,S019,9,7
2025-04-09,13,S020,8,8
2025-04-09,13,S021,10,11
2025-04-09,13,S022,7,12
2025-04-09,13,S023,9,9
2025-04-09,13,S024,7,13
2025-04-09,13,S025,4,14
2025-04-09,13,S026,10,12
2025-04-09,13,S027,10,12
2025-04-09,13,S028,9,13
2025-04-09,13,S029,7,9
2025-04-09,13,S030,11,7
2025-04-09,14,S001,10,10
2025-04-09,14,S002,10,10
2025-04-09,14,S003,10,10
2025-04-09,14,S004,10,7
2025-04-09,14,S005,9,11
2025-04-09,14,S006,9,11
2025-04-09,14,S007,11,11
2025-04-09,14,S008,11,8
2025-04-09,14,S009,6,7
2025-04-09,14,S010,5,7
2025-04-09,14,S011,6,6
2025-04-09,14,S012,8,8
2025-04-09,14,S013,9,9
2025-04-09,14,S014,10,9
2025-04-09,14,S015,8,10
2025-04-09,14,S016,7,7
2025-04-09,14,S017,6,7
2025-04-09,14,S018,4,5
2025-04-09,14,S019,5,6
2025-04-09,14,S020,3,5
2025-04-09,14,S021,3,4
2025-04-09,14,S022,4,4
2025-04-09,14,S023,6,3
2025-04-09,14,S024,4,4
2025-04-09,14,S025,6,6
2025-04-09,14,S026,7,4
2025-04-09,14,S027,8,5
2025-04-09,14,S028,3,5
2025-04-09,14,S029,5,2
2025-04-09,14,S030,8,6
2025-04-09,15,S001,11,6
2025-04-09,15,S002,11,11
2025-04-09,15,S003,12,11
2025-04-09,15,S004,11,11
2025-04-09,15,S005,10,12
2025-04-09,15,S006,8,11
2025-04-09,15,S007,11,10
2025-04-09,15,S008,8,13
2025-04-09,15,S009,9,7
2025-04-09,15,S010,9,9
2025-04-09,15,S011,6,5
2025-04-09,15,S012,10,5
2025-04-09,15,S013,5,5
2025-04-09,15,S014,4,5
2025-04-09,15,S015,6,8
2025-04-09,15,S016,7,9
2025-04-09,15,S017,7,7
2025-04-09,15,S018,6,5
2025-04-09,15,S019,5,4
2025-04-09,15,S020,8,4
2025-04-09,15,S021,2,8
2025-04-09,15,S022,3,5
2025-04-09,15,S023,5,5
2025-04-09,15,S024,5,8
2025-04-09,15,S025,5,7
2025-04-09,15,S026,2,4
2025-04-09,15,S027,4,9
2025-04-09,15,S028,5,6
2025-04-09,15,S029,4,6
2025-04-09,15,S030,2,3
2025-04-09,16,S001,12,12
2025-04-09,16,S002,11,6
2025-04-09,16,S003,11,12
2025-04-09,16,S004,11,13
2025-04-09,16,S005,6,15
2025-04-09,16,S006,10,12
2025-04-09,16,S007,8,12
2025-04-09,16,S008,9,11
2025-04-09,16,S009,6,5
2025-04-09,16,S010,8,5
2025-04-09,16,S011,8,7
2025-04-09,16,S012,10,6
2025-04-09,16,S013,3,9
2025-04-09,16,S014,9,9
2025-04-09,16,S015,6,6
2025-04-09,16,S016,7,6
2025-04-09,16,S017,1,2
2025-04-09,16,S018,4,7
2025-04-09,16,S019,6,4
2025-04-09,16,S020,4,6
2025-04-09,16,S021,5,5
2025-04-09,16,S022,5,5
2025-04-09,16,S023,4,3
2025-04-09,16,S024,5,7
2025-04-09,16,S025,7,5
2025-04-09,16,S026,5,4
2025-04-09,16,S027,0,3
2025-04-09,16,S028,7,2
2025-04-09,16,S029,3,3
2025-04-09,16,S030,4,7
2025-04-09,17,S001,20,20
2025-04-09,17,S002,29,38
2025-04-09,17,S003,29,24
2025-04-09,17,S004,16,16
2025-04-09,17,S005,20,20
2025-04-09,17,S006,20,20
2025-04-09,17,S007,20,20
2025-04-09,17,S008,16,16
2025-04-09,17,S009,21,21
2025-04-09,17,S010,20,18
2025-04-09,17,S011,20,16
2025-04-09,17,S012,21,21
2025-04-09,17,S013,16,16
2025-04-09,17,S014,19,22
2025-04-09,17,S015,16,16
2025-04-09,17,S016,19,21
2025-04-09,17,S017,20,11
2025-04-09,17,S018,13,17
2025-04-09,17,S019,17,15
2025-04-09,17,S020,14,12
2025-04-09,17,S021,16,15
2025-04-09,17,S022,15,10
2025-04-09,17,S023,12,11
2025-04-09,17,S024,13,14
2025-04-09,17,S025,13,17
2025-04-09,17,S026,16,12
2025-04-09,17,S027,15,16
2025-04-09,17,S028,17,10
2025-04-09,17,S029,18,15
2025-04-09,17,S030,10,10
2025-04-09,18,S001,20,20
2025-04-09,18,S002,34,36
2025-04-09,18,S003,28,28
2025-04-09,18,S004,16,16
2025-04-09,18,S005,20,20
2025-04-09,18,S006,20,20
2025-04-09,18,S007,20,20
2025-04-09,18,S008,16,16
2025-04-09,18,S009,21,19
2025-04-09,18,S010,19,20
2025-04-09,18,S011,20,20
2025-04-09,18,S012,22,21
2025-04-09,18,S013,16,16
2025-04-09,18,S014,22,19
2025-04-09,18,S015,16,16
2025-04-09,18,S016,21,24
2025-04-09,18,S017,14,19
2025-04-09,18,S018,12,11
2025-04-09,18,S019,18,14
2025-04-09,18,S020,18,15
2025-04-09,18,S021,15,14
2025-04-09,18,S022,17,20
2025-04-09,18,S023,16,16
2025-04-09,18,S024,14,13
2025-04-09,18,S025,15,8
2025-04-09,18,S026,14,16
2025-04-09,18,S027,16,12
2025-04-09,18,S028,12,16
2025-04-09,18,S029,13,19
2025-04-09,18,S030,15,17
2025-04-09,19,S001,20,20
2025-04-09,19,S002,30,30
2025-04-09,19,S003,28,24
2025-04-09,19,S004,16,16
2025-04-09,19,S005,20,20
2025-04-09,19,S006,20,20
2025-04-09,19,S007,20,20
2025-04-09,19,S008,16,16
2025-04-09,19,S009,25,16
2025-04-09,19,S010,20,15
2025-04-09,19,S011,17,20
2025-04-09,19,S012,23,21
2025-04-09,19,S013,16,16
2025-04-09,19,S014,22,25
2025-04-09,19,S015,16,16
2025-04-09,19,S016,18,25
2025-04-09,19,S017,16,19
2025-04-09,19,S018,15,11
2025-04-09,19,S019,16,18
2025-04-09,19,S020,17,16
2025-04-09,19,S021,13,16
2025-04-09,19,S022,16,13
2025-04-09,19,S023,14,15
2025-04-09,19,S024,11,11
2025-04-09,19,S025,15,16
2025-04-09,19,S026,18,13
2025-04-09,19,S027,14,16
2025-04-09,19,S028,14,17
2025-04-09,19,S029,17,14
2025-04-09,19,S030,17,16
2025-04-09,20,S001,11,7
2025-04-09,20,S002,12,7
2025-04-09,20,S003,9,12
2025-04-09,20,S004,12,12
2025-04-09,20,S005,7,8
2025-04-09,20,S006,9,7
2025-04-09,20,S007,8,11
2025-04-09,20,S008,10,12
2025-04-09,20,S009,8,3
2025-04-09,20,S010,7,4
2025-04-09,20,S011,9,4
2025-04-09,20,S012,6,3
2025-04-09,20,S013,2,9
2025-04-09,20,S014,7,9
2025-04-09,20,S015,6,8
2025-04-09,20,S016,9,5
2025-04-09,20,S017,6,3
2025-04-09,20,S018,5,4
2025-04-09,20,S019,4,5
2025-04-09,20,S020,6,5
2025-04-09,20,S021,5,5
2025-04-09,20,S022,6,5
2025-04-09,20,S023,5,3
2025-04-09,20,S024,4,4
2025-04-09,20,S025,2,6
2025-04-09,20,S026,6,6
2025-04-09,20,S027,6,7
2025-04-09,20,S028,6,4
2025-04-09,20,S029,4,5
2025-04-09,20,S030,4,6
2025-04-09,21,S001,11,9
2025-04-09,21,S002,13,9
2025-04-09,21,S003,10,13
2025-04-09,21,S004,8,13
2025-04-09,21,S005,11,9
2025-04-09,21,S006,12,13
2025-04-09,21,S007,11,6
2025-04-09,21,S008,11,10
2025-04-09,21,S009,8,8
2025-04-09,21,S010,8,10
2025-04-09,21,S011,5,6
2025-04-09,21,S012,6,8
2025-04-09,21,S013,9,6
2025-04-09,21,S014,7,7
2025-04-09,21,S015,5,9
2025-04-09,21,S016,8,7
2025-04-09,21,S017,5,5
2025-04-09,21,S018,2,2
2025-04-09,21,S019,3,2
2025-04-09,21,S020,5,7
2025-04-09,21,S021,5,5
2025-04-09,21,S022,5,2
2025-04-09,21,S023,4,2
2025-04-09,21,S024,4,3
2025-04-09,21,S025,6,7
2025-04-09,21,S026,2,8
2025-04-09,21,S027,1,5
2025-04-09,21,S028,6,5
2025-04-09,21,S029,7,3
2025-04-09,21,S030,5,6
2025-04-09,22,S001,11,13
2025-04-09,22,S002,12,8
2025-04-09,22,S003,10,10
2025-04-09,22,S004,10,9
2025-04-09,22,S005,12,7
2025-04-09,22,S006,12,8
2025-04-09,22,S007,11,10
2025-04-09,22,S008,9,6
2025-04-09,22,S009,5,6
2025-04-09,22,S010,5,6
2025-04-09,22,S011,5,4
2025-04-09,22,S012,8,7
2025-04-09,22,S013,6,7
2025-04-09,22,S014,5,12
2025-04-09,22,S015,12,7
2025-04-09,22,S016,7,6
2025-04-09,22,S017,5,5
2025-04-09,22,S018,8,8
2025-04-09,22,S019,2,6
2025-04-09,22,S020,6,5
2025-04-09,22,S021,8,5
2025-04-09,22,S022,4,4
2025-04-09,22,S023,5,7
2025-04-09,22,S024,4,5
2025-04-09,22,S025,2,3
2025-04-09,22,S026,6,6
2025-04-09,22,S027,7,8
2025-04-09,22,S028,6,3
2025-04-09,22,S029,5,7
2025-04-09,22,S030,3,1
2025-04-09,23,S001,13,9
2025-04-09,23,S002,13,5
2025-04-09,23,S003,9,8
2025-04-09,23,S004,10,7
2025-04-09,23,S005,11,11
2025-04-09,23,S006,10,13
2025-04-09,23,S007,9,12
2025-04-09,23,S008,8,9
2025-04-09,23,S009,5,5
2025-04-09,23,S010,10,6
2025-04-09,23,S011,4,6
2025-04-09,23,S012,9,4
2025-04-09,23,S013,7,7
2025-04-09,23,S014,7,8
2025-04-09,23,S015,5,6
2025-04-09,23,S016,11,9
2025-04-09,23,S017,5,3
2025-04-09,23,S018,2,4
2025-04-09,23,S019,8,1
2025-04-09,23,S020,2,4
2025-04-09,23,S021,6,5
2025-04-09,23,S022,5,5
2025-04-09,23,S023,6,8
2025-04-09,23,S024,5,7
2025-04-09,23,S025,4,8
2025-04-09,23,S026,8,4
2025-04-09,23,S027,5,7
2025-04-09,23,S028,6,4
2025-04-09,23,S029,3,6
2025-04-09,23,S030,5,6
2025-04-10,0,S001,0,0
2025-04-10,0,S002,2,0
2025-04-10,0,S003,0,2
2025-04-10,0,S004,0,2
2025-04-10,0,S005,0,2
2025-04-10,0,S006,0,0
2025-04-10,0,S007,0,0
2025-04-10,0,S008,2,0
2025-04-10,0,S009,0,0
2025-04-10,0,S010,1,0
2025-04-10,0,S011,0,0
2025-04-10,0,S012,2,0
2025-04-10,0,S013,2,0
2025-04-10,0,S014,3,3
2025-04-10,0,S015,3,1
2025-04-10,0,S016,2,1
2025-04-10,0,S017,0,0
2025-04-10,0,S018,0,0
2025-04-10,0,S019,0,0
2025-04-10,0,S020,1,1
2025-04-10,0,S021,0,0
2025-04-10,0,S022,0,0
2025-04-10,0,S023,0,1
2025-04-10,0,S024,2,0
2025-04-10,0,S025,0,1
2025-04-10,0,S026,0,2
2025-04-10,0,S027,1,0
2025-04-10,0,S028,3,0
2025-04-10,0,S029,3,0
2025-04-10,0,S030,0,3
2025-04-10,1,S001,0,2
2025-04-10,1,S002,2,1
2025-04-10,1,S003,0,0
2025-04-10,1,S004,3,0
2025-04-10,1,S005,2,2
2025-04-10,1,S006,0,2
2025-04-10,1,S007,4,2
2025-04-10,1,S008,1,0
2025-04-10,1,S009,1,2
2025-04-10,1,S010,0,1
2025-04-10,1,S011,1,2
2025-04-10,1,S012,0,1
2025-04-10,1,S013,1,0
2025-04-10,1,S014,0,0
2025-04-10,1,S015,0,0
2025-04-10,1,S016,0,1
2025-04-10,1,S017,2,3
2025-04-10,1,S018,0,0
2025-04-10,1,S019,0,2
2025-04-10,1,S020,0,0
2025-04-10,1,S021,2,0
2025-04-10,1,S022,0,0
2025-04-10,1,S023,5,0
2025-04-10,1,S024,1,2
2025-04-10,1,S025,0,0
2025-04-10,1,S026,2,1
2025-04-10,1,S027,4,1
2025-04-10,1,S028,3,3
2025-04-10,1,S029,0,2
2025-04-10,1,S030,2,2
2025-04-10,2,S001,5,2
2025-04-10,2,S002,0,0
2025-04-10,2,S003,3,0
2025-04-10,2,S004,0,0
2025-04-10,2,S005,0,0
2025-04-10,2,S006,1,3
2025-04-10,2,S007,0,1
2025-04-10,2,S008,0,2
2025-04-10,2,S009,4,0
2025-04-10,2,S010,2,0
2025-04-10,2,S011,2,0
2025-04-10,2,S012,0,2
2025-04-10,2,S013,1,1
2025-04-10,2,S014,1,2
2025-04-10,2,S015,0,1
2025-04-10,2,S016,0,2
2025-04-10,2,S017,0,0
2025-04-10,2,S018,2,0
2025-04-10,2,S019,2,0
2025-04-10,2,S020,2,0
2025-04-10,2,S021,0,2
2025-04-10,2,S022,1,1
2025-04-10,2,S023,0,2
2025-04-10,2,S024,1,2
2025-04-10,2,S025,0,2
2025-04-10,2,S026,0,0
2025-04-10,2,S027,1,0
2025-04-10,2,S028,0,0
2025-04-10,2,S029,0,1
2025-04-10,2,S030,0,0
2025-04-10,3,S001,0,0
2025-04-10,3,S002,4,3
2025-04-10,3,S003,4,1
2025-04-10,3,S004,0,1
2025-04-10,3,S005,4,2
2025-04-10,3,S006,0,0
2025-04-10,3,S007,0,2
2025-04-10,3,S008,5,0
2025-04-10,3,S009,0,3
2025-04-10,3,S010,0,0
2025-04-10,3,S011,0,1
2025-04-10,3,S012,0,0
2025-04-10,3,S013,0,0
2025-04-10,3,S014,0,2
2025-04-10,3,S015,0,1
2025-04-10,3,S016,0,1
2025-04-10,3,S017,0,2
2025-04-10,3,S018,0,3
2025-04-10,3,S019,0,0
2025-04-10,3,S020,0,0
2025-04-10,3,S021,1,1
2025-04-10,3,S022,1,0
2025-04-10,3,S023,0,0
2025-04-10,3,S024,3,0
2025-04-10,3,S025,1,0
2025-04-10,3,S026,1,3
2025-04-10,3,S027,3,0
2025-04-10,3,S028,2,0
2025-04-10,3,S029,2,0
2025-04-10,3,S030,5,0
2025-04-10,4,S001,0,1
2025-04-10,4,S002,2,2
2025-04-10,4,S003,4,2
2025-04-10,4,S004,0,2
2025-04-10,4,S005,3,1
2025-04-10,4,S006,0,1
2025-04-10,4,S007,0,0
2025-04-10,4,S008,2,0
2025-04-10,4,S009,0,1
2025-04-10,4,S010,1,0
2025-04-10,4,S011,0,0
2025-04-10,4,S012,3,0
2025-04-10,4,S013,1,0
2025-04-10,4,S014,2,0
2025-04-10,4,S015,0,0
2025-04-10,4,S016,1,1
2025-04-10,4,S017,1,0
2025-04-10,4,S018,0,3
2025-04-10,4,S019,1,1
2025-04-10,4,S020,0,1
2025-04-10,4,S021,1,0
2025-04-10,4,S022,0,0
2025-04-10,4,S023,1,2
2025-04-10,4,S024,0,0
2025-04-10,4,S025,0,0
2025-04-10,4,S026,2,1
2025-04-10,4,S027,0,0
2025-04-10,4,S028,0,2
2025-04-10,4,S029,5,0
2025-04-10,4,S030,0,0
2025-04-10,5,S001,1,2
2025-04-10,5,S002,0,1
2025-04-10,5,S003,3,3
2025-04-10,5,S004,2,2
2025-04-10,5,S005,2,0
2025-04-10,5,S006,0,1
2025-04-10,5,S007,0,0
2025-04-10,5,S008,0,2
2025-04-10,5,S009,0,2
2025-04-10,5,S010,7,0
2025-04-10,5,S011,0,2
2025-04-10,5,S012,2,1
2025-04-10,5,S013,0,0
2025-04-10,5,S014,2,3
2025-04-10,5,S015,0,0
2025-04-10,5,S016,0,4
2025-04-10,5,S017,0,0
2025-04-10,5,S018,3,0
2025-04-10,5,S019,0,0
2025-04-10,5,S020,3,0
2025-04-10,5,S021,0,3
2025-04-10,5,S022,1,3
2025-04-10,5,S023,0,2
2025-04-10,5,S024,3,0
2025-04-10,5,S025,0,2
2025-04-10,5,S026,0,0
2025-04-10,5,S027,3,1
2025-04-10,5,S028,0,0
2025-04-10,5,S029,0,1
2025-04-10,5,S030,2,0
2025-04-10,6,S001,10,10
2025-04-10,6,S002,6,7
2025-04-10,6,S003,13,7
2025-04-10,6,S004,8,9
2025-04-10,6,S005,10,12
2025-04-10,6,S006,10,9
2025-04-10,6,S007,8,12
2025-04-10,6,S008,11,9
2025-04-10,6,S009,9,5
2025-04-10,6,S010,8,6
2025-04-10,6,S011,6,4
2025-04-10,6,S012,7,9
2025-04-10,6,S013,3,9
2025-04-10,6,S014,4,8
2025-04-10,6,S015,10,5
2025-04-10,6,S016,5,4
2025-04-10,6,S017,8,4
2025-04-10,6,S018,4,2
2025-04-10,6,S019,3,4
2025-04-10,6,S020,2,7
2025-04-10,6,S021,3,7
2025-04-10,6,S022,10,5
2025-04-10,6,S023,5,7
2025-04-10,6,S024,6,5
2025-04-10,6,S025,4,1
2025-04-10,6,S026,4,4
2025-04-10,6,S027,5,4
2025-04-10,6,S028,4,5
2025-04-10,6,S029,6,2
2025-04-10,6,S030,3,5
2025-04-10,7,S001,20,20
2025-04-10,7,S002,39,40
2025-04-10,7,S003,35,40
2025-04-10,7,S004,16,16
2025-04-10,7,S005,20,20
2025-04-10,7,S006,20,20
2025-04-10,7,S007,20,20
2025-04-10,7,S008,16,16
2025-04-10,7,S009,24,20
2025-04-10,7,S010,20,20
2025-04-10,7,S011,20,18
2025-04-10,7,S012,25,29
2025-04-10,7,S013,16,16
2025-04-10,7,S014,23,24
2025-04-10,7,S015,16,16
2025-04-10,7,S016,26,24
2025-04-10,7,S017,15,22
2025-04-10,7,S018,18,15
2025-04-10,7,S019,20,12
2025-04-10,7,S020,18,18
2025-04-10,7,S021,17,19
2025-04-10,7,S022,19,12
2025-04-10,7,S023,16,15
2025-04-10,7,S024,16,12
2025-04-10,7,S025,16,21
2025-04-10,7,S026,19,23
2025-04-10,7,S027,16,16
2025-04-10,7,S028,18,17
2025-04-10,7,S029,13,22
2025-04-10,7,S030,21,14
2025-04-10,8,S001,20,20
2025-04-10,8,S002,37,40
2025-04-10,8,S003,32,34
2025-04-10,8,S004,16,16
2025-04-10,8,S005,20,20
2025-04-10,8,S006,20,20
2025-04-10,8,S007,20,20
2025-04-10,8,S008,16,16
2025-04-10,8,S009,24,26
2025-04-10,8,S010,20,20
2025-04-10,8,S011,20,20
2025-04-10,8,S012,24,23
2025-04-10,8,S013,16,16
2025-04-10,8,S014,29,18
2025-04-10,8,S015,16,16
2025-04-10,8,S016,24,17
2025-04-10,8,S017,20,14
2025-04-10,8,S018,20,19
2025-04-10,8,S019,16,19
2025-04-10,8,S020,21,25
2025-04-10,8,S021,17,15
2025-04-10,8,S022,20,18
2025-04-10,8,S023,16,16
2025-04-10,8,S024,16,16
2025-04-10,8,S025,12,11
2025-04-10,8,S026,18,19
2025-04-10,8,S027,16,16
2025-04-10,8,S028,16,17
2025-04-10,8,S029,15,17
2025-04-10,8,S030,18,16
2025-04-10,9,S001,20,20
2025-04-10,9,S002,35,40
2025-04-10,9,S003,39,40
2025-04-10,9,S004,16,16
2025-04-10,9,S005,20,20
2025-04-10,9,S006,20,20
2025-04-10,9,S007,20,20
2025-04-10,9,S008,16,16
2025-04-10,9,S009,24,22
2025-04-10,9,S010,20,20
2025-04-10,9,S011,20,20
2025-04-10,9,S012,27,24
2025-04-10,9,S013,16,16
2025-04-10,9,S014,26,29
2025-04-10,9,S015,16,16
2025-04-10,9,S016,23,31
2025-04-10,9,S017,17,19
2025-04-10,9,S018,20,17
2025-04-10,9,S019,22,13
2025-04-10,9,S020,13,21
2025-04-10,9,S021,16,14
2025-04-10,9,S022,18,17
2025-04-10,9,S023,16,13
2025-04-10,9,S024,16,14
2025-04-10,9,S025,18,20
2025-04-10,9,S026,18,19
2025-04-10,9,S027,16,16
2025-04-10,9,S028,23,17
2025-04-10,9,S029,19,19
2025-04-10,9,S030,18,11
2025-04-10,10,S001,10,11
2025-04-10,10,S002,6,11
2025-04-10,10,S003,10,12
2025-04-10,10,S004,16,13
2025-04-10,10,S005,10,9
2025-04-10,10,S006,11,9
2025-04-10,10,S007,9,8
2025-04-10,10,S008,11,12
2025-04-10,10,S009,11,5
2025-04-10,10,S010,12,6
2025-04-10,10,S011,7,4
2025-04-10,10,S012,7,5
2025-04-10,10,S013,5,10
2025-04-10,10,S014,8,10
2025-04-10,10,S015,5,7
2025-04-10,10,S016,9,8
2025-04-10,10,S017,4,7
2025-04-10,10,S018,7,4
2025-04-10,10,S019,5,5
2025-04-10,10,S020,6,6
2025-04-10,10,S021,2,8
2025-04-10,10,S022,2,4
2025-04-10,10,S023,0,5
2025-04-10,10,S024,5,4
2025-04-10,10,S025,3,4
2025-04-10,10,S026,5,6
2025-04-10,10,S027,5,3
2025-04-10,10,S028,5,6
2025-04-10,10,S029,6,4
2025-04-10,10,S030,7,1
2025-04-10,11,S001,13,20
2025-04-10,11,S002,19,15
2025-04-10,11,S003,20,19
2025-04-10,11,S004,16,16
2025-04-10,11,S005,20,20
2025-04-10,11,S006,19,16
2025-04-10,11,S007,16,17
2025-04-10,11,S008,16,16
2025-04-10,11,S009,12,9
2025-04-10,11,S010,15,9
2025-04-10,11,S011,11,8
2025-04-10,11,S012,11,14
2025-04-10,11,S013,11,13
2025-04-10,11,S014,8,12
2025-04-10,11,S015,10,10
2025-04-10,11,S016,11,11
2025-04-10,11,S017,10,11
2025-04-10,11,S018,8,10
2025-04-10,11,S019,12,13
2025-04-10,11,S020,12,7
2025-04-10,11,S021,10,8
2025-04-10,11,S022,9,6
2025-04-10,11,S023,7,7
2025-04-10,11,S024,11,13
2025-04-10,11,S025,11,9
2025-04-10,11,S026,8,7
2025-04-10,11,S027,12,7
2025-04-10,11,S028,9,9
2025-04-10,11,S029,8,7
2025-04-10,11,S030,8,12
2025-04-10,12,S001,18,20
2025-04-10,12,S002,15,19
2025-04-10,12,S003,19,21
2025-04-10,12,S004,14,16
2025-04-10,12,S005,19,17
2025-04-10,12,S006,14,20
2025-04-10,12,S007,20,12
2025-04-10,12,S008,16,16
2025-04-10,12,S009,12,7
2025-04-10,12,S010,11,17
2025-04-10,12,S011,15,10
2025-04-10,12,S012,15,17
2025-04-10,12,S013,13,10
2025-04-10,12,S014,10,10
2025-04-10,12,S015,16,13
2025-04-10,12,S016,12,12
2025-04-10,12,S017,12,6
2025-04-10,12,S018,9,6
2025-04-10,12,S019,9,5
2025-04-10,12,S020,4,11
2025-04-10,12,S021,11,10
2025-04-10,12,S022,9,6
2025-04-10,12,S023,8,9
2025-04-10,12,S024,10,11
2025-04-10,12,S025,7,12
2025-04-10,12,S026,11,10
2025-04-10,12,S027,10,11
2025-04-10,12,S028,7,10
2025-04-10,12,S029,10,10
2025-04-10,12,S030,11,12
2025-04-10,13,S001,17,18
2025-04-10,13,S002,16,21
2025-04-10,13,S003,19,15
2025-04-10,13,S004,16,16
2025-04-10,13,S005,18,18
2025-04-10,13,S006,17,20
2025-04-10,13,S007,20,14
2025-04-10,13,S008,14,13
2025-04-10,13,S009,14,12
2025-04-10,13,S010,13,15
2025-04-10,13,S011,12,13
2025-04-10,13,S012,12,12
2025-04-10,13,S013,16,13
2025-04-10,13,S014,13,7
2025-04-10,13,S015,10,13
2025-04-10,13,S016,10,16
2025-04-10,13,S017,6,12
2025-04-10,13,S018,8,8
2025-04-10,13,S019,7,4
2025-04-10,13,S020,9,12
2025-04-10,13,S021,8,8
2025-04-10,13,S022,9,13
2025-04-10,13,S023,10,6
2025-04-10,13,S024,10,9
2025-04-10,13,S025,11,8
2025-04-10,13,S026,8,9
2025-04-10,13,S027,7,10
2025-04-10,13,S028,8,5
2025-04-10,13,S029,6,8
2025-04-10,13,S030,9,8
2025-04-10,14,S001,12,7
2025-04-10,14,S002,10,12
2025-04-10,14,S003,10,8
2025-04-10,14,S004,9,14
2025-04-10,14,S005,11,14
2025-04-10,14,S006,8,6
2025-04-10,14,S007,11,10
2025-04-10,14,S008,10,14
2025-04-10,14,S009,4,9
2025-04-10,14,S010,9,6
2025-04-10,14,S011,10,6
2025-04-10,14,S012,7,9
2025-04-10,14,S013,9,9
2025-04-10,14,S014,8,9
2025-04-10,14,S015,8,11
2025-04-10,14,S016,9,11
2025-04-10,14,S017,7,6
2025-04-10,14,S018,4,5
2025-04-10,14,S019,4,4
2025-04-10,14,S020,6,5
2025-04-10,14,S021,6,5
2025-04-10,14,S022,8,7
2025-04-10,14,S023,4,3
2025-04-10,14,S024,4,5
2025-04-10,14,S025,7,3
2025-04-10,14,S026,6,6
2025-04-10,14,S027,6,5
2025-04-10,14,S028,0,7
2025-04-10,14,S029,2,5
2025-04-10,14,S030,2,6
2025-04-10,15,S001,12,11
2025-04-10,15,S002,8,14
2025-04-10,15,S003,7,10
2025-04-10,15,S004,7,9
2025-04-10,15,S005,11,9
2025-04-10,15,S006,13,11
2025-04-10,15,S007,8,10
2025-04-10,15,S008,14,13
